INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,0,0,2,tensor(5714.0767),tensor(22.0434, dtype=torch.float64),5714.076171875,0.0004893651348538697
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,1,0.17879128456115723,2,tensor(5559.8525),tensor(33.4227, dtype=torch.float64),5559.8525390625,0.0
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,2,0.1694624423980713,2,tensor(5373.9111),tensor(30.2796, dtype=torch.float64),5373.91015625,0.0009787302697077394
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,3,0.18385720252990723,2,tensor(5373.9111),tensor(20.3172, dtype=torch.float64),5425.01416015625,3.41442608833313
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,4,0.15521550178527832,2,tensor(5206.6992),tensor(28.4300, dtype=torch.float64),5206.69921875,0.0
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,5,0.17810773849487305,2,tensor(5070.1631),tensor(20.3172, dtype=torch.float64),5070.1630859375,0.0
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,6,0.1879737377166748,2,tensor(5003.7993),tensor(21.4616, dtype=torch.float64),5003.79931640625,0.0
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,7,0.17113614082336426,2,tensor(4982.9473),tensor(11.5161, dtype=torch.float64),4982.94677734375,0.0004893651348538697
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,8,0.2015519142150879,2,tensor(4830.5864),tensor(20.3172, dtype=torch.float64),4830.5869140625,0.0004893651348538697
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,9,0.17570042610168457,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),4853.06298828125,1.5017446279525757
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,10,0.16858410835266113,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),6127.76318359375,86.67047119140625
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,11,0.1643528938293457,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),7004.533203125,145.25146484375
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,12,0.22429895401000977,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),7573.35791015625,183.2572784423828
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,13,0.25656700134277344,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8070.6884765625,216.4862518310547
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,14,0.16852092742919922,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8252.71875,228.64854431152344
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,15,0.20708870887756348,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8367.9267578125,236.3462371826172
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,16,0.16314029693603516,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8528.9501953125,247.10484313964844
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,17,0.15938663482666016,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8628.40625,253.7499237060547
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,18,0.16656208038330078,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8673.4921875,256.762451171875
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,19,0.16409587860107422,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8639.7490234375,254.5078125
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,20,0.16395783424377441,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8596.99609375,251.6513214111328
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,21,0.16554784774780273,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8596.9951171875,251.6513214111328
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,22,0.162553071975708,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8565.2529296875,249.53038024902344
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,23,0.1751406192779541,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8601.3154296875,251.93994140625
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,24,0.19950509071350098,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8594.6455078125,251.4941864013672
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,25,0.16343307495117188,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8594.6455078125,251.4941864013672
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,26,0.1646738052368164,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8594.64453125,251.4941864013672
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,27,0.16462135314941406,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8589.9560546875,251.1809539794922
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,28,0.16506290435791016,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8626.01953125,253.59051513671875
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,29,0.18462610244750977,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,30,0.16353321075439453,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,31,0.1671156883239746,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,32,0.16843461990356445,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,33,0.22172093391418457,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,34,0.17223119735717773,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,35,0.16830873489379883,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,36,0.16201448440551758,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,37,0.15705037117004395,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,38,0.16947484016418457,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,39,0.1630089282989502,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,40,0.16777276992797852,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,41,0.15923333168029785,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,42,0.15994858741760254,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,43,0.16886401176452637,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,44,0.17519640922546387,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,45,0.16043424606323242,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,46,0.1659529209136963,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,47,0.1621687412261963,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,48,0.17144203186035156,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,49,0.24293231964111328,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,50,0.1699085235595703,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,51,0.16643023490905762,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,52,0.1609201431274414,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,53,0.16022515296936035,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,54,0.17573332786560059,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,55,0.15824627876281738,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,56,0.16341304779052734,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,57,0.17323017120361328,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,58,0.16334843635559082,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,59,0.16200757026672363,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,60,0.16336417198181152,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,61,0.17332124710083008,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,62,0.16106510162353516,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,63,0.1642322540283203,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,64,0.1606762409210205,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,65,0.1797466278076172,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,66,0.1754133701324463,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,67,0.1764824390411377,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,68,0.17198538780212402,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,69,0.17246794700622559,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,70,0.1734912395477295,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,71,0.17554759979248047,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,72,0.16368389129638672,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,73,0.17651104927062988,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,74,0.17247605323791504,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,75,0.1606452465057373,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,76,0.17376065254211426,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,77,0.175384521484375,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,78,0.1692347526550293,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,79,0.16147089004516602,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,80,0.16359639167785645,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,81,0.19666743278503418,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,82,0.16173434257507324,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,83,0.1724536418914795,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,84,0.16548609733581543,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,85,0.16064810752868652,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,86,0.17003369331359863,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,87,0.17418670654296875,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,88,0.1616356372833252,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,89,0.23938679695129395,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,90,0.18842720985412598,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,91,0.16393017768859863,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,92,0.1600327491760254,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,93,0.17899537086486816,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,94,0.20655131340026855,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,95,0.1639258861541748,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,96,0.18580341339111328,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,97,0.16148710250854492,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,98,0.20739412307739258,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,99,0.18492603302001953,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,100,0.15872430801391602,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,101,0.1721196174621582,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,102,0.17240571975708008,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,103,0.18650221824645996,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,104,0.17480802536010742,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,105,0.1771864891052246,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,106,0.17990779876708984,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,107,0.17152738571166992,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,108,0.17407798767089844,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
INFO:IP-SMLNN,GeneticAlgorithm,1:GPOL,1,109,0.1925506591796875,2,tensor(4830.5864),tensor(38.4695, dtype=torch.float64),8644.0517578125,254.79531860351562
