id;fold;val_score;representation
1;0;tensor(0.1593, dtype=torch.float64);[add, tensor(2.9150), add, add, add, add, tensor(0.0824), tensor(0.0824), tensor(0.0824), tensor(0.0824), tensor(0.0824)]
1;1;tensor(0.1586, dtype=torch.float64);[add, tensor(2.9150), add, add, add, add, tensor(0.0824), tensor(0.0824), tensor(0.0824), tensor(0.0824), tensor(0.0824)]
1;2;tensor(0.1349, dtype=torch.float64);[add, add, tensor(2.9150), add, add, tensor(0.0824), tensor(0.0824), tensor(0.0824), add, tensor(0.0824), tensor(0.0824)]
1;3;tensor(0.1864, dtype=torch.float64);[add, tensor(2.9150), add, add, tensor(0.0824), tensor(0.0824), add, add, tensor(0.0824), tensor(0.0824), tensor(0.0824)]
1;4;tensor(0.1427, dtype=torch.float64);[add, add, tensor(2.9150), add, tensor(0.0824), tensor(0.0824), add, mul, tensor(0.0558), 5, tensor(0.0824)]
1;5;tensor(0.1362, dtype=torch.float64);[add, add, tensor(2.9150), add, tensor(0.0824), tensor(0.0824), add, add, tensor(0.0824), tensor(0.0824), tensor(0.0824)]
1;6;tensor(0.1370, dtype=torch.float64);[add, tensor(2.9150), add, add, add, add, tensor(0.0824), tensor(0.0824), tensor(0.0824), tensor(0.0824), tensor(0.0824)]
1;7;tensor(0.1370, dtype=torch.float64);[add, add, tensor(2.9150), add, add, tensor(0.0824), tensor(0.0824), tensor(0.0824), add, tensor(0.0824), tensor(0.0824)]
1;8;tensor(0.1486, dtype=torch.float64);[add, add, tensor(2.9150), add, tensor(0.0824), tensor(0.0824), add, add, tensor(0.0824), tensor(0.0824), tensor(0.0824)]
1;9;tensor(0.1555, dtype=torch.float64);[add, tensor(2.9150), add, mul, tensor(0.0558), 5, add, add, tensor(0.0824), tensor(0.0824), tensor(0.0824)]
